edition	item_index	kr	en	jp
GC	371	생 정어리 파이	Raw Sardine Pie	イワシパイ（焼く前）
GC	372	정어리 파이	Sardine Pie	イワシパイ
GC	373	호두 필링	Walnut Filling	クルミフィリング
GC	374	생 호두 파이	Raw Walnut Pie	クルミパイ（焼く前）
GC	375	호두 파이	Walnut Pie	クルミパイ
GC	376	생 호두 타르트	Raw Walnut Tart	クルミタルト（焼く前）
GC	377	호두 타르트	Walnut Tart	クルミタルト
GC	378	파이 앤 매시	Pie and Mash	パイ・アンド・マッシュ
GC	379	빵+불고기	B+Bulgogi	バンズ＋プルコギ
GC	380	불고기 버거	Bulgogi Burger	プルコギバーガー
GC	381	버팔로 윙	Buffalo Wings	バッファローウィング
GC	382	양념치킨	Sweet&Spicy Chicken	ヤンニョムチキン
GC	383	생 새우 패티	Raw Shrimp Patty	生エビパティ
GC	384	새우 패티	Shrimp Patty	エビパティ
GC	385	빵+새우	B+Shrimp	バンズ＋エビ
GC	386	새우 버거	Shrimp Burger	エビバーガー
GC	387	녹인 설탕	Melted Sugar	溶かした砂糖
GC	388	통 사과 탕후루	Whole Apple Tanghulu	丸ごとリンゴ飴
GC	389	조각낸 초콜릿	Chopped Chocolate	刻んだチョコ
GC	390	초코 시럽	Chocolate Syrup	チョコシロップ
GC	391	구운 빵	Toasted Bread	トーストパン
GC	392	빵조각+설탕	Bread Pieces+Sugar	パン切れ＋砂糖
GC	393	식빵 러스크	Bread Rusk	パンラスク
GC	394	설탕 토스트	Sugar Toast	シュガートースト
GC	395	사과 탕후루	Apple Tanghulu	リンゴ飴
GC	396	계란+빵	Egg+Bread	卵＋パン
GC	397	계란빵	Egg Bread	卵パン
GC	398	프렌치 토스트	French Toast	フレンチトースト
GC	399	사과잼 토스트	Apple Jam Toast	リンゴジャムトースト
GC	400	초코애플	Choco-Dipped Apple	チョコリンゴ
GC	401	초코 토스트	Chocolate Toast	チョコトースト
GC	402	딸기	Strawberry	イチゴ
GC	403	으깬 딸기	Mashed Strawberry	マッシュイチゴ
GC	404	딸기+설탕	Strawberry+Sugar	イチゴ＋砂糖
GC	405	딸기잼	Strawberry Jam	イチゴジャム
GC	406	딸기 탕후루	Strawberry Tanghulu	イチゴ飴がけ串
GC	407	초코베리	Choco-Dipped Berry	チョコイチゴ
GC	408	딸기잼 토스트	Strawberry Jam Toast	イチゴジャムトースト
GC	409	우유	Milk	ミルク
GC	410	딸기우유	Strawberry Milk	イチゴミルク
GC	411	초코우유	Chocolate Milk	チョコミルク
GC	412	바나나	Banana	バナナ
GC	413	깐 바나나	Peeled Banana	むきバナナ
GC	414	초코바나나	Choco-Dipped Banana	チョコバナナ
GC	415	바나나 초코 토스트	Banana Choco Toast	バナナチョコトースト
GC	416	두반장	Doubanjiang	豆板醤
GC	417	볶은 두반장	Stir-fried Doubanjiang	炒めた豆板醤
GC	418	양꼬치	Lamb Skewers	ラム串焼き
GC	419	매운 야채 육수	Spicy Vegetable Broth	辛口野菜だし
GC	420	양고기 훠궈(백탕)	Mild Lamb Hotpot	ラムの白湯火鍋
GC	421	양고기 훠궈(홍탕)	Spicy Lamb Hotpot	ラムの麻辣火鍋
GC	422	돼지 훠궈(백탕)	Mild Pork Hotpot	ポークの白湯火鍋
GC	423	돼지 훠궈(홍탕)	Spicy Pork Hotpot	ポークの麻辣火鍋
GC	424	돼지 간장 조림	Soy-braised Pork	ポークの醤油煮
GC	425	돼지 간장 구이	Soy-grilled Pork	ポークの醤油焼き
GC	426	두반장 양념장	Doubanjiang Marinade	豆板醤だれ
GC	427	야채+두반장	Vegetables+Doubanjiang	野菜＋豆板醤
GC	428	두반장 야채볶음	Doubanjiang Stir-fried Vegetables	野菜の豆板醤炒め
GC	429	양고기+두반장	Lamb+Doubanjiang	ラム肉＋豆板醤
GC	430	두반장 양고기볶음	Doubanjiang Stir-fried Lamb	ラムの豆板醤炒め
GC	431	돼지고기+두반장	Pork+Doubanjiang	ポーク＋豆板醤
GC	432	두반장 돼지볶음	Doubanjiang Stir-fried Pork	ポークの豆板醤炒め
GC	433	소고기 훠궈(백탕)	Mild Beef Hotpot	牛肉の白湯火鍋
GC	434	소고기 훠궈(홍탕)	Spicy Beef Hotpot	牛肉の麻辣火鍋
GC	435	두반장+소고기	Beef+Doubanjiang	牛肉＋豆板醤
GC	436	두반장 소고기볶음	Doubanjiang Stir-fried Beef	牛肉の豆板醤炒め
GC	437	두반장+새우	Shrimp+Doubanjiang	エビ＋豆板醤
GC	438	두반장 새우볶음	Doubanjiang Stir-fried Shrimp	エビの豆板醤炒め
GC	439	토르티야	Tortilla	トルティーヤ
GC	440	토르티야 조각	Tortilla Pieces	トルティーヤ片
GC	441	나초	Nachos	ナチョス
GC	442	타코 베이스	Taco Base	タコスベース
GC	443	소고기 타코	Beef Taco	牛肉タコス
GC	444	돼지고기 타코	Pork Taco	ポークタコス
GC	445	양고기 타코	Lamb Taco	ラムタコス
GC	446	양고기 수육	Boiled Lamb	ゆでラム肉
GC	447	썬 양고기 수육	Sliced Boiled Lamb	薄切りしたゆでラム肉
GC	448	소고기 수육 타코	Boiled Beef Taco	ゆで牛肉タコス
GC	449	돼지 수육 타코	Boiled Pork Taco	ゆでポークタコス
GC	450	양고기 수육 타코	Boiled Lamb Taco	ゆでラム肉タコス
GC	451	소고기 타코+치즈	Beef Taco+Cheese	牛肉タコス＋チーズ
GC	452	소고기 퀘사디아	Beef Quesadilla	牛肉ケサディーヤ
GC	453	돼지고기 타코+치즈	Pork Taco+Cheese	ポークタコス＋チーズ
GC	454	돼지고기 퀘사디아	Pork Quesadilla	ポークケサディーヤ
GC	455	양고기 타코+치즈	Lamb Taco+Cheese	ラムタコス＋チーズ
GC	456	양고기 퀘사디아	Lamb Quesadilla	ラムケサディーヤ
GC	457	치즈 나초	Cheese Nachos	チーズナチョス
GC	458	감바스 타코	Gambas Taco	ガンバスタコス
GC	459	치킨 타코	Chicken Taco	チキンタコス
GC	460	치킨 타코+치즈	Chicken Taco+Cheese	チキンタコス＋チーズ
GC	461	치킨 퀘사디아	Chicken Quesadilla	チキンケサディーヤ
GC	462	쌀	Raw Rice	米
GC	463	공기밥	Steamed Rice	ご飯
